acanthurus olivaceus,Orangeshoulder Tang;Orange Band Surgeonfish,acanthurus,acanthuridae,oriental,reef,NE
chincilla lanigera,Long-Tailed Chinchilla;Common Chinchilla;Lesser Chinchilla,chinchilla,chinchillidae,neotropical,coastal;mountains,EN
choeropsis liberiensis,Pygmy Hippopotamus,choeropsis,hippopotamidae,ethiopian,rainforest;swamp;river,EN
choloepus didactylus,Linnaeus's Two-Toed Sloth,choloepus,megalonychidae,ethiopian,tropical,LC
choloepus hoffmanni,Hoffmann's Two-Toed Sloth,choloepus,megalonychidae,neotropical,rainforest;forest,LC
chromis viridis,Green Chromis,chromis,pomacentridae,indian ocean;pacific ocean,reef;coastal,NE
chrysocyon brachyurus,Maned Wolf,chrysocyon,canidae,neotropical,rainforest,NT
chrysolophus amherstiae,Lady Amherst's Pheasant,chrysolophus,phasianidae,oriental,mountain,LC
chrysolophus pictus,Golden Pheasant,chrysolophus,phasianidae,oriental,scrub forest;forest,LC
ciconia abdimii,Abdim's Stork,ciconia,ciconiidae,ethiopian,forest,LC
ciconia ciconia,White Stork,ciconia,ciconiidae,palearctic;oriental;ethiopian,marsh;savanna/grassland;urban;suburban;riparian,LC
ciconia nigra,Black Stork,ciconia,ciconiidae,palearctic;ethiopian,forest;scrub forest;mountains;rivers;marsh;swamp;riparian,LC
cinnyricinclus leucogaster,Violet backed starling,cinnyricinclus ,sturnidae,ethiopian,forest,LC
cissa chinensis,Hunting Cissa;Common Green Magpie,cissa,corvidae,oriental,forest,LC
claravis pretiosa,Blue Ground Dove,claravis,columbidae,neotropical,forest;rainforest,LC
clemmys guttata,Spotted Turtle,clemmys,emydidae,nearctic,swamp;marsh,EN
cleptornis marchei,Golden White-Eye,cleptornis,zosteropidae,island endemic,forest,CR
cochlearius cochlearius,Boat-Billed Heron;Boatbill,cochlearius,ardeidae,neotropical,swamp;marsh;rainforest,LC
coendou prehensilis,Prehensile-Tailed Porcupine,coendou,erethizontidae,neotropical,forest;rainforest,NE
coereba flaveola,Bananaquit,coereba,thraupidae,neotropical,forest,LC
colinus virginianus,Northern Bobwhite;Virginia Quail,colinus,odontophoridae,nearctic,savanna/grassland,NT
colius striatus,Speckled Mousebird,colius,coliidae,ethiopian,savanna/grassland,LC
colobus angolensis,Angolan Colobus,colobus,cercopithecidae,ethiopian,rainforest,LC
colobus guereza,Colobus Monkey;Black-and-White Colobus,colobus,cercopithecidae,ethiopian,forest;rainforest;scrub forest;riparian,LC
columba guinea,Speckled Pigeon;African Rock Pigeon,columba,columbidae,ethiopian,savanna/grassland;scrub forest,LC
connochaetes taurinus,Blue Wildebeest;Common Wildebeest;White-Bearded Wildebeest;Brindled Gnu,connochaetes,bovidae,ethiopian,savanna/grassland,LC
copsychus malabaricus,White-Rumped Shama,copsychus,muscicapidae,oriental,forest,LC
coracias cyanogaster,Blue-Bellied Roller,coracias,coraciidae,ethiopian,savanna/grassland;forest;scrub forest,LC
coracias spatulatus,Racket-Tailed Roller,coracias,coraciidae,ethiopian,forest,LC
coracopsis vasa,Greater Vasa Parrot,coracopsis,psittaculidae,ethiopian,forest,LC
coragyps atratus,Black Vulture,coragyps,cathartidae,neotropical,savanna/grassland,LC
corallus annulatus,Annulated Boa,corallus,boidae,neotropical,forest;rainforest,NE
corallus caninus,Emerald Tree Boa,corallus,boidae,neotropical,forest;rainforest,NE
corallus hortulanus,Amazon Tree Boa,corallus,boidae,neotropical,rainforest,NE
corucia zebrata,Solomon Islands Skink;Prehensile Tailed Skink,corucia,scincidae,australian,forest,NE
corvus corax,Common Raven,corvus,corvidae,nearctic;palearctic,mountains;tundra,LC
corythaeola cristata,Great Blue Turaco,corythaeola,musophagidae,ethiopian,forest,LC
corythaixoides leucogaster,White-Bellied Go-Away Bird,corythaixoides,musophagidae,ethiopian,forest,LC
coscoroba coscoroba,Coscoroba Swan,coscoroba,anatidae,neotropical,swamp,LC
cossypha albicapilla,White-Crowned Robin-Chat,cossypha,muscicapidae,ethiopian,forest,LC
cossypha niveicapilla,Snowy-headed robin chat,cossypha,muscicapidae,ethiopian,savanna/grassland,LC
coua cristata,Crested Coua,coua,cuculidae,madagascan,forest,LC
cracticus tibicen,Australian Magpie,cracticus,artamidae,australian,savanna/grassland;urban,LC
crax alberti,Blue-Billed Curassow,crax,cracidae,neotropical,forest,CR
crocodylus intermedius,Orinoco Crocodile,crocodylus,crocodylidae,neotropical,rivers,CR
crocodylus mindorensis,Philippine Crocodile,crocodylus,crocodylidae,oriental,brackish water;rivers,CR
crocodylus niloticus,Nile Crocodile,crocodylus,crocodylidae,ethiopian,rivers;lakes,LC
crocodylus porosus,Saltwater Crocodile,crocodylus,crocodylidae,australian;oriental,estuarine;swamp;marsh;brackish water,LC
crocodylus rhombifer,Cuban Crocodile,crocodylus,crocodylidae,neotropical,marsh;rivers,CR
crocodylus siamensis,Siamese Crocodile,crocodylus,crocodylidae,oriental,river;swamp,CR
crocuta crocuta,Spotted Hyena,crocuta,hyaenidae,ethiopian,desert/dune;savanna/grassland;forest;scrub forest;mountains;riparian,LC
crossoptilon crossoptilon,White-Eared Pheasant,crossoptilon,phasianidae,oriental,mountains;forest;scrub forest,NT
crotalus adamanteus,Eastern Diamondback Rattlesnake,crotalus,viperidae,nearctic,forest,LC
crotalus atrox,Western Diamondback Rattlesnake,crotalus,viperidae,nearctic,desert/dune;savanna/grassland;chaparral,LC
crotalus cerastes,Sidewinder,crotalus,viperidae,nearctic,desert/dune,LC
crotalus durissus unicolor,Aruba Island Rattlesnake,crotalus,viperidae,neotropical,forest,CR
crotalus horridus,Timber Rattlesnake;Canebrake Rattlesnake,crotalus,viperidae,nearctic,savanna/grassland,LC
crotalus lepidus,Banded Rock Rattlesnake,crotalus,viperidae,nearctic,savanna/grassland;scrub foreset,LC
crotalus polystictus,Mexican Lance-Headed Rattlesnake,crotalus,viperidae,nearctic,savanna/grassland;forest,LC
crotalus scutulatus,Mojave Rattlesnake,crotalus,viperidae,nearctic,desert,LC
crotalus willardi,Chihuahuan Ridgenose Rattlesnake,crotalus,viperidae,neotropical,mountains,LC
crotaphytus collaris,Eastern Collared Lizard;Common Collared Lizard;Oklama Collared Lizard,crotaphytus,crotaphytinae,nearctic,scrub forest,LC
cryptobranchus alleganiensis,Eastern Hellbender;Hellbender Salamander,cryptobranchus,cryptobranchidae,nearctic,lakes,NT
cryptomys damarensis,Damara Mole Rat,cryptomys,bathyergidae,ethiopian,savanna/grassland;scrub forest,LC
cryptoprocta ferox,Fossa,cryptoprocta,eupleridae,madagascan,savanna/grassland;forest;rainforest;scrub forest,VU
cuora mccordi,McCord's Box Turtle,cuora,geoemydidae,oriental,lakes,CR
cuora pani,Pan's Box Turtle,cuora,geoemydidae,oriental,marsh,CR
cuora trifasciata,Chinese Three-Striped Box Turtle;Golden Coin Turtle,cuora,geoemydidae,oriental,riparian;rivers;forest,CR
cyanocompsa cyanoides,Blue & Black Grosbeak,cyanocompsa,cardinalidae,neotropical,forest,LC
cyanocorax chrysops,Plush-Crested Jay,cyanocorax,corvidae,neotropical,forest,LC
cyanocorax yncas,Green Jay,cyanocorax,corvidae,neotropical;nearctic,forest,LC
cyanopica cyanus,Azure-Winged Magpie,cyanopica,corvidae,nearctic,forest,LC
cyclura collei,Jamaican Iguana,cyclura,iguanidae,nearctic,forest,CR
cyclura comuta,Rhinoceros Iguana,cyclura,iguanidae,neotropical,desert/dune;forest;scrub forest,VU
cyclura cornuta,Rhinoceros Iguana,cyclura,iguanidae,nearctic,forest,VU
cyclura lewisi,Blue Iguana;Grand Cayman Blue Iguana;Cayman Island Blue Iguana,cyclura,iguanidae,neotropical;island endemic,scrub forest,EN
cyclura pinguis,Anegada Ground Iguana;Stout Iguana,cyclura,iguanidae,neotropical;island endemic,,CR
cygnus atratus,Black Swan,cygnus,anatidae,nearctic;australian;palearctic,lakes;rivers;coastal;brackish water;swamp;riparian;estuarine,LC
cygnus buccinator,Trumpeter Swan,cygnus,anatidae,nearctic,lakes,LC
cygnus melancoryphus,Black Neck Swan,cygnus,anatidae,neotropical,lake;marsh,LC
cygnus melanocorypha,Black-Necked Swan,cygnus,anatidae,neotropical,lakes;coastal;brackish water;marsh;estuarine,LC
cygnus olo,Mute swan,cygnus,anatidae,nearctic;palearctic,lake,LC
cynomys ludovicianus,Black-Tailed Prairie Dog,cynomys,sciuridae,nearctic,savanna/grassland,LC
cynops orientalis,Oriental Fired-Bellied Newt,cynops,salamandridae,palearctic,forest;lakes,LC
cyprinus carpio haematopterus,Koi,cyprinus,cyprinidae,oriental,lakes,NE
dacelo gaudichaud,Rufous-Bellied Kookaburra,dacelo,alcedinidae,australian,rainforest,LC
dacelo novaeguineae,Laughing Kookaburra,dacelo,alcedinidae,australian,forest,LC
dacelo tyro,Kookaburra (Giant Kingfisher),dacelo,alcedinidae,ethiopian,savanna/grassland,LC
dama dama,Fallow Deer,dama,cervidae,palearctic;ethiopian,savanna/grassland;chaparral;forest;scrub forest;mountains;suburban,LC
damaliscus pygargus,Bontebok,damaliscus,bovidae,ethiopian,savanna/grassland,LC
danaus plexippus,Monarch Butterfly;Milkweed;Common Tiger;Wanderer;Black Veined Brown,danaus,nymphalidae,nearctic;neotropical;australian,forest,NE
dascyllus aruanus,Three Stripe Damselfish,dascyllus,pomacentridae,indian ocean;pacific ocean,reef,NE
dascyllus trimaculatus,Domino Damsel;Threespot Dascyllus,dascyllus,pomacentridae,indian ocean;pacific ocean,reef,NE
dasyatis americana,Southern Stingray,dasyatis,dasyatidae,atlantic ocean,benthic;reef;coastal,NE
dasyatis sabina,Atlantic Stingray,dasyatis,dasyatidae,atlantic ocean,coastal,LC
dasyprocta leporina,Red-Rumped Agouti,dasyprocta,dasyproctidae,neotropical,savanna/grassland,LC
dasypus novemcinctus,Nine-Banded Armadillo,dasypus,dasypodidae,nearctic;neotropical,savanna/grassland;forest;rainforest;scrub forest;suburban;riparian,LC
daubentonia madagascariensis,Aye-Aye,daubentonia,daubentoniidae,madagascan,rainforest,EN
deirochelys reticularia,Chicken Turtle,deirochelys,emydidae,nearctic,lakes;rivers,LC
dendroaspis angusticeps,East African Green Mamba,dendroaspis,elapidae,ethiopian,coastal,NE
dendroaspis jamesoni,Jameson's Mamba,dendroaspis,elapidae,ethiopian,forest;rain forest,NE
dendroaspis polylepis,Black Mamba,dendroaspis,elapidae,ethiopian,savanna/grassland;forest,LC
dendroaspis viridis,West African Green Mamba,dendroaspis,elapidae,ethiopian,forest;rainforest,LC
dendrobates auratus,Green & Black Dart Frog,dendrobates,dendrobatidae,neotropical,forest,LC
dendrobates leucomelas,Bumble Bee Dart Frog,dendrobates,dendrobatidae,neotropical,rainforest,LC
dendrobates tinctorius,Dyeing Poison Dart Frog;Tinc,dendrobates,dendrobatidae,neotropical,rainforest,LC
dendrocygna autumnalis,Black Bellied Whistling Duck,dendrocygna,anatidae,neotropical,lake;marsh,LC
dendrocygna bicolor,Fulvous Whistling Duck,dendrocygna,anatidae,ethiopian;palearctic,marsh,LC
dendrocygna javanica,Lesser Whistling Duck;Indian Whistling Duck;Lesser Whistling Teal,dendrocygna,anatidae,oriental,swamp;marsh;coastal,LC
dendrocygna viduata,White Faced Whistling Duck,dendrocygna,anatidae,neotropical;ethiopian,marsh,LC
dendrolagus bennettianus,Bennett's Tree-Kangaroo,dendrolagus,macropodidae,australian,rainforest,NT
dendrolagus inustus,Grizzled Tree-Kangaroo,dendrolagus,macropodidae,australian,rainforest,VU
dendrolagus lumholtzi,Lumholtz's Tree-Kangaroo,dendrolagus,macropodidae,australian,rainforest,LC
dendrolagus matschiei,Matschie's Tree-Kangaroo,dendrolagus,macropodidae,australian,rainforest,EN
dendrolagus ursinus,Tree Kangaroo,dendrolagus,macropodidae,palearctic,rainforest,VU
dendropsophus ebraccatus,Hourglass Treefrog,dendropsophus,hylidae,neotropical,rainforest,LC
desmodus rotundus,Vampire Bat,desmodus,phyllostomidae,neotropical,cave,LC
diceros bicornis,Black Rhinoceros;Hook-Lipped Rhinoceros,diceros,rhinocerotidae,ethiopian,scrub forest;savanna/grasslands;desert/dune,CR
didelphis virginiana,Virginia Opossum;Possum,didelphis,didelphidae,nearctic,suburban,LC
dinemellia dinemelli,White-Headed Buffalo Weaver,dinemellia,ploceidae,ethiopian,forest,LC
dolichotis patagonum,Patagonian Cavy,dolichotis,caviidae,neotropical,forest,NT
dracaena guianensis,Northern Caiman Lizard,dracaena,teiidae,neotropical,rainforest,NE
dromaius novaehollandiae,Emu,dromaius,dromaiidae,australian,savanna/grasslands;forest,LC
dryas iulia,Julia Butterfly;Julia Heliconian;The Flame;Flambeau,dryas,nymphalidae,nearctic;neotropical,savanna/grassland,NE
drymarchon couperi,Eastern Indigo Snake,drymarchon,colubridae,nearctic,riparian;forest,LC
dryocopus pileatus,Pileated Woodpecker,dryocopus,picidae,nearctic,forest,LC
ducula bicolor,Pied Imperial Pigeon,ducula,columbidae,oriental,forest;scrub forest,LC
dyscophus guineti,False Tomato Frog;Sambava Tomato Frog,dyscophus,microhylidae,madagascan,rainforest;marsh;forest;swamp,NE
echinotriton andersoni,Alligator Newt,echinotriton,salamandridae,palearctic,forest;savanna/grassland;swamp,EN
eclectus roratus,Eclectus Parrot,eclectus,psittaculidae,australian,forest,LC
egretta thula,Snowy Egret,egretta,ardeidae,nearctic;neotropical,lake;march,LC
eidolon helvum,Straw-Colored Fruit Bat,eidolon,pteropodidae,ethiopian,savanna/grassland;forest;rainforest;urban;suburban,NT
eira barbara,Tayra,eira,mustelidae,neotropical,rainforest,LC
elaphe flavirufa,Central American Rat Snake,elaphe,colubridae,neotropical,savanna/grassland,LC
elaphe obsoleta lindheimeri,Texas Rat Snake,elaphe,colubridae,nearctic,swamps;river;savanna/grassland,LC
elephas maximus,Asian Elephant,elephas,elephantidae,oriental,savanna/grassland;forest;rainforest;scrub forest,EN
eleutherodactylus antillensis,Red Eyed Coqui Frog,eleutherodactylus,eleutherodactylidae,nearctic,forest;urban,LC
eleutherodactylus coqui,Coqui Frog,eleutherodactylus,leptodactylidae,neotropical,forest,LC
emys blandingii,Blanding's Turtle,emys,emydidae,nearctic,rivers;lakes,EN
enhydra lutris,Sea Otter,enhydra,mustelidae,pacific ocean,reef,EN
entomyzon cyanotis,Blue-Faced Honeyeater;Bananabird,entomyzon,meliphagidae,australian,rainforest;forest;urban,LC
eolophus roseicapilla,Galah;Rose-Breasted Cockatoo,eolophus,cacatuidae,australian,savanna/grassland;urban,LC
eos bornea,Red lory,eos,psittaculidae,palearctic,forest,LC
ephippiorhynchus senegalensis,Saddle-Billed Stork,ephippiorhynchus,ciconiidae,ethiopian,savanna/grassland;marsh,LC
epicrates cenchria,Rainbow Boa,epicrates,boidae,nearctic,forest,NE
epipedobates tricolor,Phantasmal Poison Frog;Phantasmal Poison-Arrow Frog,epipedobates,dendrobatidae,neotropical,rainforest;riparian,EN
equus africanus asinus,Donkey;Ass,equus,equidae,ethiopian,desert/dune,NE
equus caballus,Horse,equus,equidae,cosmopolitan,tundra;savanna/grassland;forest;riparian,NE
equus ferus caballus,American Miniature Horse,equus,equidae,palearctic,shrub forest;savanna/grassland,NE
equus ferus przewalskii,Przewalski's Horse,equus,equidae,ethiopian,shrub forest;savanna/grassland,EN
equus grevyi,Grevy's Zebra,equus,equidae,ethiopian,savanna/grassland,EN
equus quagga,Plains Zebra;Common Zebra;Burchell's Zebra;Quagga,equus,equidae,ethiopian,savanna/grassland,NE
equus quagga boehmi,Grant's Zebra,equus,equidae,ethiopian,savanna/grassland,LC
equus zebra hartmannae,Hartmann's Mountains Zebra,equus,equidae,ethiopian,desert/dune;mountains,VU
erethizon dorsatum,North American Porcupine,erethizon,erethizontidae,nearctic,tundra;forest,LC
erpeton tentaculatum,Tentacled Snake,erpeton,colubridae,oriental,rivers;lakes,LC
erythrocebus patas,Patas Monkey;Wadi Monkey;Hussar Monkey,erythrocebus,cercopithecidae,ethiopian,savanna/grassland,LC
erythrura gouldiae,Gouldian Finch;Lady Gouldian Finch;Gould's Finch;Rainbow Finch,erythrura,estrildidae,australian,savanna/grassland;forest,NT
estrilda melpoda,Orange-Cheeked Waxbill,estrilda,estrildidae,ethiopian,savanna/grassland;forest,LC
eublepharis macularius,Leopard Gecko,eublepharis,eublepharidae,oriental,forest,NE
eucrossorhinus dasypogon,Tasselled Wobbegong Shark,eucrossorhinus,orectolobidae,australian,reef;coastal,NT
eudocimus albus,American White Ibis,eudocimus,threskiornithidae,neotropical,coastal,LC
eudocimus ruber,Scarlet Ibis,eudocimus,threskiornithidae,neotropical,coastal,LC
eudorcas thomsonii,Thomson's Gazelle,eudorcas,bovidae,ethiopian,savanna/grassland,NT
eudromia elegans,Elegant crested tinamou,eudromia,tinamidae,neotropical,chaparral,LC
eudyptes chrysocome,Rockhopper Penguin,eudyptes,spheniscidae,neotropical,savanna/grassland;coastal,VU
eudyptula minor,Little Penguin,eudyptula,spheniscidae,australian,coastal,LC
eulemur collaris,Collared Brown Lemur,eulemur,lemuridae,madagascan,forest,EN
eulemur coronatus,Crowned Lemur,eulemur,lemuridae,madagascan,forest;rainforest,VU
eulemur macaco,Black Lemur;Blue-Eyed Black Lemur,eulemur,lemuridae,madagascan,forest;rainforest,VU
eulemur mongoz,Mongoose Lemur,eulemur,lemuridae,madagascan,forest;rainforest,CR
eulemur rufus,Red-Fronted Lemur,eulemur,lemuridae,madagascan,forest;rainforest,NT
eunectes murinus,Green Anaconda;Common Anaconda;Water Boa,eunectes,boidae,neotropical,forest;rainforest,NE
euprepiophis mandarinus,Mandarin Rat Snake,euprepiophis,colubridae,oriental,forest,LC
eurycantha calcarata,Thorny Devil Stick Insect;Giant Spiny Stick Insect,eurycantha,phasmatidae,oriental,forest;rainforest;savanna/grassland,NE
eurypyga helias,Sunbittern,eurypyga,eurypygidae,neotropical,forest;riparian,LC
extatosoma tiaratum,Australian Walking Stick,extatosoma,pseudophasmatidae,australian,rainforest;forest,NE
falco peregrinus,Peregrine Falcon,falco,falconidae,nearctic,urban,LC
falco sparverius,American Kestrel,falco,falconidae,nearctic,forest,LC
felis margarita,Sand Cat,felis,felidae,ethiopian,savanna/grassland,LC
felis nigripes,Black-Footed Cat,felis,felidae,ethiopian,savanna/grassland,VU
flathead minnow,Flathead Minnow,pimephales,cyprinidae,nearctic,river;lake,LC
fratercula cirrhata,Tufted Puffin,fratercula,alcidae,pacific ocean,coastal,LC
fratercula corniculata,Horned Puffin,fratercula,alcidae,holarctic,polar ice,LC
fukomys amatus,Giant Zambian Mole Rat,fukomys,bathyergidae,ethiopian,savanna/grassland;scrub forest,NE
furcifer pardalis,Panther Chameleon,furcifer,chamaeleonidae,madagascan,rainforest,LC
galago moholi,Mohol Bushbaby,galago,galagidae,ethiopian,forest,LC
galidia elegans,Ring-tailed Mongoose,galidia,eupleridae,ethiopian,forest,LC
gallicolumba luzonica,Luzon Bleeding-Heart;Bleeding-Heart Pigeon,gallicolumba,columbidae,oriental,forest,NT
gallirallus owstoni,Guam Rail,gallirallus,rallidae,nearctic,savanna/grassland,EW
gallirallus philippensis,Buff banded rail,gallirallus,rallidae,australian,marsh,LC
gallus gallus domesticus,Chicken,gallus,phasianidae,cosmopolitan,savanna/grassland,NE
garrulax courtoisi,Blue-Crowned Laughingthrush,garrulax,leiothrichidae,oriental,forest,CR
garrulax leucolophus,White-Crested Laughing Thrush,garrulax,leiothrichidae,oriental,forest,LC
gavialis gangeticus,Gharial Crocodile,gavialis,gavialidae,oriental,rivers,CR
gazella spekei,Speke's Gazelle,gazella,bovidae,ethiopian,scrub forest;desert/dune;chaparral,EN
gazella subgutturosa,Goitered Gazelle,gazella,bovidae,palearctic,savanna/grassland,VU
geochelone elegans,Indian Star Tortoise,geochelone,testudinidae,oriental,scrub forest;desert/dune;riparian;savanna/grassland,LC
geochelone pardalis,Leopard Tortoise,geochelone,testudinidae,ethiopian,desert/dune;savanna/grassland;scrub forest,NE
geochelone sulcata,African Spurred Tortoise,geochelone,testudinidae,ethiopian,desert/dune;savanna/grassland,VU
geococcyx californianus,Greater Roadrunner,geococcyx,cuculidae,nearctic,scrub forest;desert/dune;chaparral,LC
geomyda spengleri,Black-Breasted Leaf Turtle;Vietnamese Leaf Turtle,geomyda,geoemydidae,oriental,forest;riparian,EN
geopelia cuneata,Diamond Dove,geopelia,columbidae,australian,forest,LC
geronticus eremita,Northern Bald Ibis;Hermit Ibis;Waldrapp,geronticus,threskiornithidae,palearctic,scrub forest,CR
gerrhosaurus major,Sudan Plated Lizard,gerrhosaurus,gerrhosauridae,ethiopian,desert/dune,NE
ginglymostoma cirratum,Nurse Shark,ginglymostoma,ginglymostomatidae,atlantic ocean,ocean,NE
giraffa camelopardalis,Northern Giraffe,giraffa,giraffidae,ethiopian,savanna/grassland;scrub forest,LC
giraffa reticulata,Reticulated Giraffe;Somali Giraffe,giraffa,giraffidae,ethiopian,savanna/grassland;scrub forest,VU
giraffa rothschildi,Rothschild Giraffe,giraffa,giraffidae,ethiopian,savanna/grassland;scrub foreset,EN
giraffa tippelskirchi,Masai Giraffe,giraffa,giraffidae,ethiopian,savanna/grassland;scrub forest,NE
glossopsitta concinna,Musk Lorikeet,glossopsitta,psittaculidae,australian,forest,LC
glyptemys insculpta,Wood Turtle,glyptemys,emydidae,nearctic,lakes;rivers,EN
glyptemys muhlenbergii,Bog Turtle,glyptemys,emydidae,nearctic,marshes;swamps,CR
gongylophis colubrinus,Kenyan Sand Boa,gongylophis,boidae,ethiopian,desert/dune;scrub forest,NE
gonyosoma oxycephalum,Red-Tailed Green Rat Snake,gonyosoma,colubridae,oriental,rainforest;forest,LC
gopherus agassizii,Desert Tortoise,gopherus,testudinidae,nearctic,desert,VU
gopherus berlandieri,Texas Tortoise,gopherus,testudinidae,nearctic,scrub forest;savanna/grasslands;desert/dune,LC
gopherus polyphemus,Gopher Tortoise,gopherus,testudinidae,nearctic,forest,VU
gorilla gorilla,Western Gorilla,gorilla,hominidae,ethiopian,forest,CR
goura victoria,Victoria Crowned Pigeon,goura,columbidae,australian,tropical,NT
graptemys versa,Texas Map Turtle,graptemys,emydidae,nearctic,river;lakes,LC
gromphadorhina portentosa,Madagascar Hissing Cockroach,gromphadorhina,blaberidae,madagascan,rainforest,LC
grus americana,Whooping Crane,grus,gruidae,nearctic,taiga,EN
grus antigone,Sarus Crane,grus,gruidae,oriental;australian,savanna/grassland;marsh,VU
grus canadensis,Sandhill Crane,grus,gruidae,nearctic,forest,LC
grus japonensis,Red-Crowned Crane,grus,gruidae,palearctic;oriental,marsh,EN
grus leucogeranus,Siberian Crane;Siberian White Crane;Snow Crane,grus,gruidae,palearctic;oriental,tundra;taiga;savanna/grassland;marsh;swamp;bog,CR
grus monacha,Hooded Crane,grus,gruidae,oriental,savanna/grassland;lake,VU
grus paradisea,Blue Crane;Stanley Crane,grus,gruidae,ethiopian,savanna/grassland,VU
grus vipio,White-Naped Crane,grus,gruidae,oriental;palearctic,lakes;marsh;swamp;riparian,VU
grus virgo,Demoiselle Crane,grus,gruidae,palearctic,rivers;marsh;swamp,LC
guaruba guarouba,Golden Conure;Golden Parakeet,guaruba,psittacidae,neotropical,forest;rainforest,VU
guira guira,Guira Cuckoo,guira,cuculidae,neotropical,forest,LC
gulo gulo,Wolverine;Glutton;Carcajou;Skunk Bear;Quickhatch,gulo,mustelidae,nearctic;palearctic;holarctic,tundra;taiga;forest;mountinas,LC
guttera pucherani,Kenya Crested Guineafowl,guttera,numididae,ethiopian,forest;scrub forest;savanna/grassland,LC
gymnomuraena zebra,Zebra Moray Eel,gymnomuraena,muraenidae,indian ocean;pacific ocean,reef;coastal,NE
gyps africanus,African white-backed vulture,gyps,accipitridae,ethiopian,savanna/grassland,CR
gyps rueppellii,Ruppell's Griffon Vulture,gyps,accipitridae,ethiopian,savanna/grassland;desert/dune,CR
haematopus palliatus,American Oystercatcher,haematopus,haematopodidae,nearctic,coastal,LC
halcyon malimbica,Blue-Breasted Kingfisher,halcyon,alcedinidae,ethiopian,forest,LC
haliaeetus leucocephalus,Bald Eagle,haliaeetus,accipitridae,nearctic,forest,LC
haliaeetus vocifer,African Fish Eagle,haliaeetus,accipitridae,ethiopian,forest,LC
halichoerus grypus,Grey Seal,halichoerus,phocidae,palearctic,coastal,LC
harpia harpyja,Harpy Eagle;American Harpy Eagle,harpia,accipitridae,neotropical,rainforest,NT
helarctos malayanus,Sun Bear,helarctos,ursidae,oriental,rainforest,VU
